id,dtweet,class,Detect_language,tweet,,
5.62988318976385E+017,"RT @MKellerdal: @Loukas_RS @DilbaKurd I've said it before: if the #Kurds in #Kobane were Westerners, the Hollywood Movie would already be a blockbuster.",0,en,"RT @MKellerdal: @Loukas_RS @DilbaKurd I've said it before: if the #Kurds in #Kobane were Westerners, the Hollywood Movie would already be a blockbuster.",,
7.17396526566412E+017,"#ISIS assassinates Colonel Kitab Majid al-Hammadi, director of Quwayiyyah General Investigation Directorate, #Riyadh https://t.co/j4YQ6LyyaT",0,en,"#ISIS assassinates Colonel Kitab Majid al-Hammadi, director of Quwayiyyah General Investigation Directorate, #Riyadh https://t.co/j4YQ6LyyaT",,
7.94960197080982E+017,RT @CurldPhilosophr: De racist/seksist die zichzelf geen racist/seksist vindt, één grote desillusie. https://t.co/f5m9RyEAZu,0,nl,RT @Curldphilosophr: the racist/sexist who finds himself not a racist/sexist, One big disillusion. https://t.co/f5m9ryEazu
7.3374034278946E+017,"وَمَا لَنَا لَا نُؤْمِنُ بِاللَّهِ وَمَا جَاءَنَا مِنَ الْحَقِّ وَنَطْمَعُ أَن يُدْخِلَنَا رَبُّنَا مَعَ الْقَوْمِ الصَّالِحِينَ
#Quran 5:84",0,ar,"And what we do not believe in God, and what we have come from the truth, and we will reassure us to enter us with our Lord with the righteous people
#Quran 5:84",,
7.94106491695469E+017,@Malcolmite Dutch troll. Trolling is online most favourite activity in my country.,0,en,@Malcolmite Dutch troll. Trolling is online most favourite activity in my country.,,
7.92415946430419E+017,BREAKING: 2 VBIED attacks near al-Shura Destroyed 9 Army Vehicles near the Town. #Mosul,0,en,BREAKING: 2 VBIED attacks near al-Shura Destroyed 9 Army Vehicles near the Town. #Mosul,,
7.93430600141115E+017,@maxjrosenthal don't you mean NEEIIIIINNNNNNNN,0,en,@maxjrosenthal don't you mean NEEIIIIINNNNNNNN,,
7.18776158360367E+017,"RT @Talalzalnaqi: ونلاحظ كذلك انه إنتقد بكل أدب ومن غير مايرفع صوته ☺
عمره 10سنوات أسهل شي عنده انه يرفع صوته ويقل أدبه...
#الفرق_شاسع https://t.co/vpsWKcWGer",0,ar,"RT @talalzalnaqi: We also notice that he criticized with all literature and without raising his voice ☺
He is 10 years old, the easiest thing is that he raises his voice and decreases his literature ...
#Vasy difference https://t.co/vpswkcwger",,
6.64118225760879E+017,@YoungRegista lol you gettin old man i got years on you fam,0,en,@YoungRegista lol you gettin old man i got years on you fam,,
7.18679324732363E+017,"وزير الاسكان

استقال ولا بعد؟",0,ar,"housing Minister

Resignation or yet?",,
7.1265954708575E+017,Seattle Man Refuses To Come Down From 80ft Tree https://t.co/ryx76RfMtV,0,en,Seattle Man Refuses To Come Down From 80ft Tree https://t.co/ryx76RfMtV,,
7.95027245551198E+017,"@MMASOCCERFAN He appointed 3 justices out of  the 9, HRC picks an anti choice running mate and you trust her w/ SCOTUS?",0,en,"@MMASOCCERFAN He appointed 3 justices out of  the 9, HRC picks an anti choice running mate and you trust her w/ SCOTUS?",,
7.18665074802627E+017,RT @GerrySimpsonHRW: UNICEF worried deportation-obsessed Greece may breach rights of detained asylum seeker kids https://t.co/5rSP25wMQL https://t.co/elbp0zLCaT,0,en,RT @GerrySimpsonHRW: UNICEF worried deportation-obsessed Greece may breach rights of detained asylum seeker kids https://t.co/5rSP25wMQL https://t.co/elbp0zLCaT,,
7.94500721643323E+017,مصدر أمني مصري: جرحى في انفجار سيارة مفخخة شرقي القاهرة  https://t.co/b09VZqnYIm,0,ar,Egyptian security source: wounded in a car bomb explosion east of Cairo https://t.co/b09vzqnyim,,
7.1909652194644E+017,"RT @mohamedelratian: بعض الأشياء.. اقترابك منها يجعلك تراها بوضوح.
وبعض الأشياء.. ابتعد عنها لكي تراها بشكل أوضح",0,ar,"RT @mohamedelratian: Some things ... your approach to them makes you see them clearly.
And some things .. stay away from them to see them more clearly",,
5.61274273046602E+017,"يارب نصرك. 

#نينوى",0,ar,"Oh Lord, your victory.

#Nineveh",,
7.11938306251088E+017,Is this the solution to the #FlintWaterCrisis? Here's the Governor of Michigan's plan https://t.co/jJ3aTHgjbC https://t.co/I8E0dHToDU,0,en,Is this the solution to the #FlintWaterCrisis? Here's the Governor of Michigan's plan https://t.co/jJ3aTHgjbC https://t.co/I8E0dHToDU,,
6.66034556600996E+017,"""Pour Allah on veut mourir.""
#Isis video release by a media member;
Assembly of the #ParisAttacks & more threats. https://t.co/GIpmLM6Ez3",0,en,"""Pour Allah on veut mourir.""
#Isis video release by a media member;
Assembly of the #ParisAttacks & more threats. https://t.co/GIpmLM6Ez3",,
7.20043147057893E+017,ارفعلك القبعه على هذا الاختيار https://t.co/Fi5okQTgjp,0,ar,I reject the hat on this selection https://t.co/fi5okqtgjp,,
6.6306887165037E+017,"RT @AnonCopWatchTur: Civil Defense wearing #Anonymous mask, ready 2 protect baby's from fascist #cops bullets in Kurdish #Silvan #Turkey https://t.co/4pTysaJwTU",0,en,"RT @AnonCopWatchTur: Civil Defense wearing #Anonymous mask, ready 2 protect baby's from fascist #cops bullets in Kurdish #Silvan #Turkey https://t.co/4pTysaJwTU",,
5.63366456511824E+017,U.N. plan for local ceasefires in Syria 'frozen': diplomats http://t.co/sWQMeyT6zw #CPVTS,0,en,U.N. plan for local ceasefires in Syria 'frozen': diplomats http://t.co/sWQMeyT6zw #CPVTS,,
7.33733761272185E+017,العبادي يزور العمليات المشتركة بعد اقتحام المنطقة الخضراء https://t.co/LnuEjyCnaU via @rudaw_arabic,0,ar,Al -Abadi visits the joint operations after storming the Green Zone https://t.co/lnuejycnau via @Rudaw_Arabic,,
7.11812783193637E+017,"RT @jasminechic1: #PARIS ATTACKS: ARREST OF SALAH ABDESLAM DOES NOT REDUCE #IS THREAT #Belgium
https://t.co/wwyXio7ZCC https://t.co/vvH4H1dgeG",0,en,"RT @jasminechic1: #PARIS ATTACKS: ARREST OF SALAH ABDESLAM DOES NOT REDUCE #IS THREAT #Belgium
https://t.co/wwyXio7ZCC https://t.co/vvH4H1dgeG",,
5.62970136874082E+017,Who is the judge in charge of Ibrahim Halawa's case (493 defendants from Fateh mosque siege) #Egypt,0,en,Who is the judge in charge of Ibrahim Halawa's case (493 defendants from Fateh mosque siege) #Egypt,,
7.10778940437168E+017,https://t.co/4ZNAhuL27k,0,und,https://t.co/4ZNAhuL27k,,
5.62216974776676E+017,"ذِبوها العُگُل خلوها للنسوان 

#.",0,ar,"It is the absence of it for women

#.",,
7.19752986315092E+017,Dode bij aanslag op legerbasis Turkije https://t.co/OPyOmR0u0j,0,nl,Dead in attack on the army base Turkey https://t.co/OPYOMR0U0J,,
5.62988344196735E+017,"Peshmerga ministry: Around 3.000 ISIS Terrorists have been killed by Kurdish Peshmerga Soldiers
> http://t.co/yZBKDpBAEX",0,en,"Peshmerga ministry: Around 3.000 ISIS Terrorists have been killed by Kurdish Peshmerga Soldiers
> http://t.co/yZBKDpBAEX",,
7.1771467518668E+017,RT @ReutersWorld: Amnesty International says global executions hit 25-year high. Watch full video: https://t.co/QsyLd9aYKz https://t.co/HyN8aRvKxw,0,en,RT @ReutersWorld: Amnesty International says global executions hit 25-year high. Watch full video: https://t.co/QsyLd9aYKz https://t.co/HyN8aRvKxw,,
5.61901452717609E+017,.2/ #JAN claims attack says #Saudi suicide bomber Abu Izz al-Ansari did it. Al Manar TV says it was explosive device. http://t.co/gqhdT59KMk,0,en,.2/ #JAN claims attack says #Saudi suicide bomber Abu Izz al-Ansari did it. Al Manar TV says it was explosive device. http://t.co/gqhdT59KMk,,
7.18395927883596E+017,https://t.co/0gKHqGHn8q,0,und,https://t.co/0gKHqGHn8q,,
5.61073645355672E+017,The Week in Pictures http://t.co/Yi46Ppz4Ty #CPVTS,0,en,The Week in Pictures http://t.co/Yi46Ppz4Ty #CPVTS,,
5.60633792520786E+017,RT @Stonewall_77: #ISIS Closing on Israel From North and South. Pls Retweet #2A #Veterans #Israel #tcot #tgdn # http://t.co/AUrJBBHB7m… http://t.co/6WuYO8RddQ,0,en,RT @Stonewall_77: #ISIS Closing on Israel From North and South. Pls Retweet #2A #Veterans #Israel #tcot #tgdn # http://t.co/AUrJBBHB7m… http://t.co/6WuYO8RddQ,,
7.32224390327337E+017,"#Chile's Radical Students Clash with Riot Police

https://t.co/qonNlRpTAn https://t.co/euwFT5pJiN",0,en,"#Chile's Radical Students Clash with Riot Police

https://t.co/qonNlRpTAn https://t.co/euwFT5pJiN",,
7.18966905881498E+017,RT @DRovera: #CalaisJungle desperate #children #refugees wait to be reunited with their families https://t.co/tGS8wrUiNs #Syria https://t.co/hQu4BqnFV6,0,en,RT @DRovera: #CalaisJungle desperate #children #refugees wait to be reunited with their families https://t.co/tGS8wrUiNs #Syria https://t.co/hQu4BqnFV6,,
7.12367438977847E+017,https://t.co/UGmuZBfIG7,0,und,https://t.co/UGmuZBfIG7,,
6.65208384514314E+017,"RT @DuncanGardham: Rashid, who had learning difficulties at school, was groomed by a group from a local mosque & persuaded to use his £1,600 loan to fund trip",0,en,"RT @DuncanGardham: Rashid, who had learning difficulties at school, was groomed by a group from a local mosque & persuaded to use his £1,600 loan to fund trip",,
7.32657891551904E+017,"قراصنة يخترقون ""موقعا متخصصا في القرصنة"" https://t.co/0IZChfUNo9",0,ar,"Pirates penetrate a ""piracy site"" https://t.co/0IZCHFUNO9",,
7.18385475141177E+017,"#ISIS: Destroying Car of Nusayri Army+Killing Those Inside with Guided Missile Near #Palmyra
Wilayat #Hims, #Syria https://t.co/ofvldaLgCQ",0,en,"#ISIS: Destroying Car of Nusayri Army+Killing Those Inside with Guided Missile Near #Palmyra
Wilayat #Hims, #Syria https://t.co/ofvldaLgCQ",,
7.33179908898325E+017,RT @HughAWilliamson: Bad news from #Kazakhstan, people jailed for planning land reform protests. Lots of bad press 4 #Astana on this @HRW https://t.co/hH25KQNBfD,0,en,RT @HughAWilliamson: Bad news from #Kazakhstan, people jailed for planning land reform protests. Lots of bad press 4 #Astana on this @HRW https://t.co/hH25KQNBfD
7.33025075985842E+017,"RT @nawaryn_: ""نحن في سباق مع الزمن
                إما أن نقتل التخلف...
                           وإما أن يقتلنا التاريخ""
#غازي_القصيبي",0,ar,"RT @Nawaryn_: ""We are in a race with time
                Either we kill backwardness ...
                           Either history kills us.
#Ghazi Al -Qasabi",,
7.34389346158121E+017,Wie gaat er zeker Anderlecht verlaten is dat al officieel bekend gemaakt ? #dtv  #andzwa,0,nl,Who will certainly leave Anderlecht has already been officially announced? #dtv #andzwa,,
5.62671791781732E+017,RT @esamym: .@HalaJaber @SkyNewsArabia_B مصادر أردنية لسكاي نيوز عربية : إعدام ساجدة الريشاوي وزياد الكربولي و4 مدانين آخرين في جرائم إرهابية خلال ساعات,0,ar,RT @esamym:.,,
7.11452911751004E+017,TV cameras are set to be allowed in Crown Courts for the first time under a new scheme https://t.co/DrX3Jmcn7Z https://t.co/15kUqovjog,0,en,TV cameras are set to be allowed in Crown Courts for the first time under a new scheme https://t.co/DrX3Jmcn7Z https://t.co/15kUqovjog,,
7.11461814530347E+017,"Pensions Minister hits out at Iain Duncan Smith, questioning his motives for quitting https://t.co/VKvPvQW8eb https://t.co/cITIES6UHc",0,en,"Pensions Minister hits out at Iain Duncan Smith, questioning his motives for quitting https://t.co/VKvPvQW8eb https://t.co/cITIES6UHc",,
7.12200270189564E+017,Images have emerged of the explosion at #Maalbeek metro station in #Brussels https://t.co/VpfuULhiMH,0,en,Images have emerged of the explosion at #Maalbeek metro station in #Brussels https://t.co/VpfuULhiMH,,
5.62022406798062E+017,"ندعوا ﷲ أشياء كثيرة، أشياء نظن أنّ سعادتنا تقف عندها.. لأننا نرى ظاهرها، ويحرمنا منها.. لأنّه يرى باطنها!
ولا يكتب لنا إلا ما يراه خيرٌ لنا💚",0,ar,"We call Many things, things we think that our happiness stands with them .. Because we see their appearance, and deprive us of them .. because he sees its interior!
He only writes to us what he sees is good for us",,
7.33440300966945E+017,@LunaPrey @Raymosaki Luna Prey you are not welcome in my page and insulted my Brave Hero stupid of you,0,en,@LunaPrey @Raymosaki Luna Prey you are not welcome in my page and insulted my Brave Hero stupid of you,,
7.10503472219578E+017,European cities join hands to stay afloat in migrant crisis https://t.co/8SjPp872b7 #CPVTS,0,en,European cities join hands to stay afloat in migrant crisis https://t.co/8SjPp872b7 #CPVTS,,
7.11627410157015E+017,Truell In Bid Approach For Invoicer Tungsten https://t.co/kevkiStm9M,0,en,Truell In Bid Approach For Invoicer Tungsten https://t.co/kevkiStm9M,,
7.18805307737186E+017,Kidnapped Ex-Italian Missionary Freed in #Philippines https://t.co/idqPyV8dgw https://t.co/ej0gFfZcJA,0,en,Kidnapped Ex-Italian Missionary Freed in #Philippines https://t.co/idqPyV8dgw https://t.co/ej0gFfZcJA,,
6.0580246041897E+017,@Mqren20 تجهز للجاي ﷲ يجيرنا واحبتنا من حرها دنيا و اخره قل امين,0,ar,@,,
5.71013099412529E+017,@Hictar1 هو ده اللي باخد منو,0,ar,@HICTAR1 is the one who takes growth,,
7.94629726136652E+017,@BeyondTheLevant *thus not this,0,en,@BeyondTheLevant *thus not this,,
7.94446268399555E+017,RT @AishaAfridiPTI: #PATattacksIKtoSaveNawaz  PAT workers are the best workers in the world but their leadership? https://t.co/QaBDIUmdZP,0,en,RT @AishaAfridiPTI: #PATattacksIKtoSaveNawaz  PAT workers are the best workers in the world but their leadership? https://t.co/QaBDIUmdZP,,
7.9379444982238E+017,RT @ahlalshami: 6 regime SAA soldiers defected from New Aleppo to Ahrar Al-Sham at morning.,0,en,RT @ahlalshami: 6 regime SAA soldiers defected from New Aleppo to Ahrar Al-Sham at morning.,,
6.65877311594582E+017,"RT @BrigadierPoez: Medeleven tonen met Franse vlag op Fb en dan dit soort shit schrijven. Really? Dont pray for Paris, pray for brains. https://t.co/kYSnyXegTU",0,nl,"RT @brigadierpooez: Show compassion with a French flag on FB and then write this kind of shit. Really? Dont Pray for Paris, Pray for Brains. https://t.co/kysnyxegtu",,
5.61900677644169E+017,RT @DaliaHatuqa: Sigh of relief now that Peter Greste is out. But let's not forget about Fahmy and Baher. #FreeAJStaff,0,en,RT @DaliaHatuqa: Sigh of relief now that Peter Greste is out. But let's not forget about Fahmy and Baher. #FreeAJStaff,,
7.31824020174279E+017,"#IslamicState group recruiter detained in #Russia’s #Ingushetia

https://t.co/UX8Txraym5 https://t.co/ZjvhtyNzoS",0,en,"#IslamicState group recruiter detained in #Russia’s #Ingushetia

https://t.co/UX8Txraym5 https://t.co/ZjvhtyNzoS",,
7.123308938269E+017,33. Also Belgian police have confirmed the 3 men below are suspects and are asking public's help to ID man with hat https://t.co/eVvfKpVLon,0,en,33. Also Belgian police have confirmed the 3 men below are suspects and are asking public's help to ID man with hat https://t.co/eVvfKpVLon,,
7.19889416488153E+017,"Drie nieuwe verdachten aanslagen #Parijs opgepakt in #Ukkel  

https://t.co/xcJYcgze8l",0,nl,"Three new suspects attacks #Parijs arrested in #ukkel

https://t.co/xcjycgze8l",,
7.93829897340793E+017,There is no better support than good counsel ~ Imam Ali (as),0,en,There is no better support than good counsel ~ Imam Ali (as),,
6.06157403495797E+017,"Amazing after years of hard hard work, @Cimatheque is finished & launching today in downtown http://t.co/NbBmE1doX2 http://t.co/YOw4z9iauA",0,en,"Amazing after years of hard hard work, @Cimatheque is finished & launching today in downtown http://t.co/NbBmE1doX2 http://t.co/YOw4z9iauA",,
5.71249708238316E+017,"the agony of grief, and if it were not for this, the world would never again thrive ~ Imam Sadiq (as) 2/2",0,en,"the agony of grief, and if it were not for this, the world would never again thrive ~ Imam Sadiq (as) 2/2",,
7.30409399081009E+017,"#Lebanon's citizenship laws mean nearly 80,000 people estimated to be stateless in the country—not counting refugees https://t.co/FTcvW5bctK",0,en,"#Lebanon's citizenship laws mean nearly 80,000 people estimated to be stateless in the country—not counting refugees https://t.co/FTcvW5bctK",,
7.33946382827E+017,مجموعة السبع تتفق على دعم مكافحة تمويل الإرهاب الدولي https://t.co/t2G0FAomFr,0,ar,The Seven Group agrees to support international terrorism financing https://t.co/t2G0FAOMFR,,
6.65656731452776E+017,@ExMiliMed1 I just reminded myself tt #Isis & other fanatics also have same views about those who don't conform 2them.. Both sides are ugly.,0,en,@ExMiliMed1 I just reminded myself tt #Isis & other fanatics also have same views about those who don't conform 2them.. Both sides are ugly.,,
7.20334151551947E+017,Barca gaat nog scoren 1-2 #AtletiBarca #ATMFCB #ATMBAR #atlbar,0,nl,Barca is still going to score 1-2 #atletibarca #atmfcb #atmbar #atlbar,,
5.71033092531614E+017,@CanelaNisa @RobotNickk Some originals moved for safety to  #Baghdad museum...,0,en,@CanelaNisa @RobotNickk Some originals moved for safety to  #Baghdad museum...,,
5.60894746915123E+017,ﷲ يجعلها فاتحة خير على الوطن والشعب 😊❤️,0,ar,He makes it a good opening for the homeland and the people 😊❤️,,
5.62728953572766E+017,"RT @ColeBockenfeld: ""While Western Journalists Finally Walk Free, Egyptians Are Left to Rot"" by @Beltrew http://t.co/k8Hx1v1BTI via @thedailybeast",0,en,"RT @ColeBockenfeld: ""While Western Journalists Finally Walk Free, Egyptians Are Left to Rot"" by @Beltrew http://t.co/k8Hx1v1BTI via @thedailybeast",,
7.20266893236576E+017,RT @DanieleRaineri: The network of the Islamic State in Europe is quietly sitting since months in an electronic archive stored somewhere https://t.co/qdSLAoHgfS,0,en,RT @DanieleRaineri: The network of the Islamic State in Europe is quietly sitting since months in an electronic archive stored somewhere https://t.co/qdSLAoHgfS,,
5.62570646778286E+017,"RT @davidbyers26: Clearly, UKIP's @DouglasCarswell has a fantastic range of interests. http://t.co/UpVaBzlNqs",0,en,"RT @davidbyers26: Clearly, UKIP's @DouglasCarswell has a fantastic range of interests. http://t.co/UpVaBzlNqs",,
7.33274470706754E+017,RT @KyleWOrton: Very detailed (and entertaining!) speech on the Belgian Jihadi-Salafist scene by @p_vanostaeyen at @NATO_SPS.,0,en,RT @KyleWOrton: Very detailed (and entertaining!) speech on the Belgian Jihadi-Salafist scene by @p_vanostaeyen at @NATO_SPS.,,
7.34418044097823E+017,"@kruimel9 soms vraag ik me af hebben we echt niets geleerd,gaan we zo met elkaar om,is liefde opeens slecht.liefde voor je medemens.",0,nl,"@Kruimel9 Sometimes I wonder we really did not learn anything, we treat each other in no time, love is suddenly bad. Love for your fellow man.",,
7.9452915682243E+017,"Turkish Army Discovered a 400m long #PKK Terrortunnel from Northern #Syria, #Qamishlo to #Turkey. https://t.co/bHteG4eHIm",0,en,"Turkish Army Discovered a 400m long #PKK Terrortunnel from Northern #Syria, #Qamishlo to #Turkey. https://t.co/bHteG4eHIm",,
6.65629665634054E+017,"The Islamic State claims the Paris attacks – November, 13, 2015 https://t.co/C7AeyKmOyK https://t.co/lr7hv0U5Yb",0,en,"The Islamic State claims the Paris attacks – November, 13, 2015 https://t.co/C7AeyKmOyK https://t.co/lr7hv0U5Yb",,
7.33623516038345E+017,Luchtverkeersleiders onderbemand: 'Vanavond vertragingen van ruim een uur verwacht' (weeral?) https://t.co/9beRum9Cm7,0,nl,Air traffic controllers understood: 'Tonight delays of more than an hour expected' (Weather?) Https://t.co/9berum9cm7,,
6.07597931395432E+017,@SarahNazH 78,0,hi,@Sarahnazh 78,,
7.34074823953941E+017,Syria army commander 'poses next to dead bodies' https://t.co/bdmoL175df #CPVTS https://t.co/fYabHYaGsr,0,en,Syria army commander 'poses next to dead bodies' https://t.co/bdmoL175df #CPVTS https://t.co/fYabHYaGsr,,
7.1056069705112E+017,"اسعار النفط تتجاوز 41 دولارا بدعم من اجتماع المنتجين وهبوط الدولار
https://t.co/l3nUX7GG5k https://t.co/UNsmHa9AzI",0,ar,"Oil prices exceed 41 dollars with the support of the producers meeting and the dollar decline
https://t.co/3nux7gg5k https://t.co/unsmha9Azi",,
7.11812479811232E+017,RT @jasminechic1: #IS photo report claims to show fighting againts Tripoli Government fighters at #Derna https://t.co/sxSGR5B4hv,0,en,RT @jasminechic1: #IS photo report claims to show fighting againts Tripoli Government fighters at #Derna https://t.co/sxSGR5B4hv,,
7.34492035139396E+017,"RT @AlraiMediaGroup: ضابط المباحث المرتشي...  بمواجهة الضابط اعترف بجرمه مدعياً أن ما أخذه من رجل الأعمال «قرض حسن»
https://t.co/nFqZQzNf37",0,ar,"RT @Alraimediagroup: The Inspection Officer ... Facing the officer confessed to his crime, claiming that what he took from the businessman «Hassan loan»
https://t.co/nfqzznf37",,
5.63363232589439E+017,"@abuhani_2014 @MuwMedia Extremist #Khawarij were happy, Moderate #Khawarij hold another opinion. Still all of them #Khawarij.",0,mr,"@abuhani_2014 @muwmedia extremist #khawarij we may have, modrate #Khawarij Hold Another Opinion. Still all of theme #Khawarij.",,
5.6502027764643E+017,"#Daesh will definitely call him a Murtad for saying all these, but Alhus sunnah will not make takfeer of him unless something is apparent /9",0,en,"#Daesh will definitely call him a Murtad for saying all these, but Alhus sunnah will not make takfeer of him unless something is apparent /9",,
7.33241781249266E+017,RT @OzKaterji: Dying GOP Senator Apologizes to Muslims for Donald Trump https://t.co/vMWBImcrbI via @thedailybeast,0,en,RT @OzKaterji: Dying GOP Senator Apologizes to Muslims for Donald Trump https://t.co/vMWBImcrbI via @thedailybeast,,
7.32984888941515E+017,RT @melissarfleming: Fascinating study: Refugees will repay EU spending almost twice in 5 years - @TentFoundation https://t.co/cneGzSnxLd https://t.co/dF3mBt3TYG,0,en,RT @melissarfleming: Fascinating study: Refugees will repay EU spending almost twice in 5 years - @TentFoundation https://t.co/cneGzSnxLd https://t.co/dF3mBt3TYG,,
6.65300501068673E+017,"Obliviously, that could be wrong. Let's be clear, I have no special insight but definitely trust my guy who told me this. #PT",0,en,"Obliviously, that could be wrong. Let's be clear, I have no special insight but definitely trust my guy who told me this. #PT",,
7.10182093196755E+017,RT @omgAdamSaleh: Some people keep their feelings to themselves because they believe its hard for others to understand their pain,0,en,RT @omgAdamSaleh: Some people keep their feelings to themselves because they believe its hard for others to understand their pain,,
5.70935956959855E+017,@KurdishPhoto1 V. @salar_dd,0,en,@KurdishPhoto1 V. @salar_dd,,
5.70544291472241E+017,"7:34|
{And for every nation is a [specified]term.So when their time has come,they will not remain behind an hour,nor will they precede [it]}",0,en,"7:34|
{And for every nation is a [specified]term.So when their time has come,they will not remain behind an hour,nor will they precede [it]}",,
6.64868896797798E+017,RT @RudawEnglish: #IS has left 100 corpses & tens of their military vehicles in #Sinjar operations today. 75% of the assault was successful. #FreeSinjar,0,en,RT @RudawEnglish: #IS has left 100 corpses & tens of their military vehicles in #Sinjar operations today. 75% of the assault was successful. #FreeSinjar,,
5.62525172465664E+017,I'll take this moment to emphasise retweets do not equal endorsements #PT,0,en,I'll take this moment to emphasise retweets do not equal endorsements #PT,,
7.93643817966666E+017,"#ما_وراء_الخبر | ما خيارات الحكومة اليمنية والتحالف إزاء الخطة الأممية؟
الحلقة كاملة: https://t.co/VLLQKbmkKC https://t.co/hjpkL1YYvG",0,ar,"# What are the options of the Yemeni government and the alliance regarding the UN plan?
Full episode: https://t.co/Vllqkbmkkc https://t.co/hjpkl1yyvg",,
7.19568275319956E+017,"@TomTheRed64 @WomenSayNo2UKIP @Pannie321 no, not if all there are consenting. It's rude to smoke if you aren't welcome to. Shldnt b illegal",0,en,"@TomTheRed64 @WomenSayNo2UKIP @Pannie321 no, not if all there are consenting. It's rude to smoke if you aren't welcome to. Shldnt b illegal",,
7.09776715380236E+017,Syria: The Reckoning https://t.co/4HxUmdxpHi #CPVTS https://t.co/FVcX3IWmM5,0,en,Syria: The Reckoning https://t.co/4HxUmdxpHi #CPVTS https://t.co/FVcX3IWmM5,,
7.19771066369847E+017,Afghan Taliban announce spring offensive https://t.co/hcN0KWpnrC #CPVTS,0,en,Afghan Taliban announce spring offensive https://t.co/hcN0KWpnrC #CPVTS,,
7.95183970124255E+017,#أخبار_مصر #egynews تهجير 3582 أسرة يمنية في تعز ومقتل 4 مدنيين في قصف الحوثيين للمناطق السكنية… https://t.co/5YvmlOzHOt,0,ar,#News of Egypt,,
7.18447379737874E+017,Mohammed Abrini is opgepakt'  https://t.co/RcFcRaAXXj,0,nl,Mohammed Abrini has been arrested 'https://t.co/RCFCRAAKXXJ,,
7.19412990508995E+017,"I lost my heart 
when I lost my hope. 
I lost my hope
when I lost you.",0,en,"I lost my heart 
when I lost my hope. 
I lost my hope
when I lost you.",,
7.33203188841632E+017,RT @AJABreaking: عاجل | رويترز: #الطائرة_المصرية_المفقودة تحطمت قبالة جزيرة كارباثوس اليونانية,0,ar,RT @Ajabreaked: Urgent | Reuters: #The lost Egyptian plane crashed off the Greek island of Carbathos,,
6.66207248599925E+017,RT @MTVEnglishNews: NBC: Belgium's Ministry of Interior confirms raids in Molenbeek area of Brussels are ongoing,0,en,RT @MTVEnglishNews: NBC: Belgium's Ministry of Interior confirms raids in Molenbeek area of Brussels are ongoing,,
5.70944705791439E+017,"RT @Eagertobefree: تم للتو تجديد حبس زوجي #حسين_برويز 15 يوم على ذمة التحقيق من قبل قاضي التجديد
#البحرين",0,ar,"RT @eagertobefree: A husband's imprisonment #Hussein_Purez is just a 15 -day investigation by the renewal judge
#the two seas",,
5.61246715462681E+017,START News: Terroist attacks on educational institutions, AQAM financial and material support schem... http://t.co/TVBvoGH3uo #Terrorism,0,en,START News: Terroist attacks on educational institutions, AQAM financial and material support schem... http://t.co/TVBvoGH3uo #Terrorism
7.12563055738008E+017,OMG!!! 😂 #PAKISTANISLAYS  https://t.co/rcJvCXpgxS,0,et,OMG !!! 😂 #pakistanislays https://t.co/rcjvcxpgxs,,
6.65294598982541E+017,Ongeveer 60 gijzelaars in een concertzaal in de wijk Le bataclan #Parijs,0,nl,About 60 hostages in a concert hall in the Le Bataclan #Parijs district,,
7.33370676011237E+017,"الأغلبية حول العالم ""يرحبون باللاجئين في بلادهم ومنازلهم"" https://t.co/BtQ29CmEk8",0,ar,"The majority around the world ""welcome refugees in their country and their homes"" https://t.co/btQ29cmek8",,
6.07329321901036E+017,Al Qaeda (JAN) beheads Daeshbags North of Aleppo https://t.co/Wv9Uon2TJv dawla dawlah khilafah baqiyah islamdevleti http://t.co/9ZgGy473cH,0,ar,Al Qaeda (Jan) Beheads Daeshbags North of Aleppo https://t.co/wv9uon2tjv dawla dawah khilafah Baqiyah islamdevleti http://t.co/9zggy473ch,,
7.18334318192566E+017,"""Remember me and I will remember you!""
Quran 2:152",0,en,"""Remember me and I will remember you!""
Quran 2:152",,
7.33187242030682E+017,RT @Naboumerhi: إذا تأكد تحطم #الطائرة_المصرية، فكيف ولماذا؟,0,ar,"RT @naboumerhi: If the Egyptian plane is confirmed, how and why?",,
6.64121015505555E+017,"@michaeldweiss Washington allowed Mi6 to do it. Makes perfect sense, really. Ask yourself who *really* benefits from this...",0,en,"@michaeldweiss Washington allowed Mi6 to do it. Makes perfect sense, really. Ask yourself who *really* benefits from this...",,
7.19906152868364E+017,"@MartijnTonies @Hayatezzeroili discussie is goed,en ieder mens is interessant 😄",0,nl,"@Martijntonies @hayatezzeroili discussion is good, and every person is interesting 😄",,
7.3161730194296E+017,"Eurovision is a microcosm of #EU. Denying reality, politically correct and the voting process is arbitrary.",0,en,"Eurovision is a microcosm of #EU. Denying reality, politically correct and the voting process is arbitrary.",,
7.94601477276889E+017,"RT @SlimmySlim94: NEW VLOGGITY VLOG!!!
This VLOG is fun!! Reunited with the cali boys!! Cracked some good jokes RT 
https://t.co/DHvdfRPGcq",0,en,"RT @SlimmySlim94: NEW VLOGGITY VLOG!!!
This VLOG is fun!! Reunited with the cali boys!! Cracked some good jokes RT 
https://t.co/DHvdfRPGcq",,
